,Company,Year,Quarter,SOI L1,SOI L2,SOI L3,Value
11,Total Canadian P&C,2018,Q3,Cost,Acquisition Expenses,Other ,596497
12,Total Canadian P&C,2018,Q3,Cost,General Expenses,General Expenses ,1690217
13,Total Canadian P&C,2018,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Total Canadian P&C,2018,Q3,Investment Income,Investment Operations,Income,899981
15,Total Canadian P&C,2018,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,257551
16,Total Canadian P&C,2018,Q3,Investment Income,Investment Operations,Realized Gains (Losses),195720
17,Total Canadian P&C,2018,Q3,Investment Costs,Investment Operations,Expenses,58442
18,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,3740
19,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",2083
20,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),128533
21,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,32385
22,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,17803
23,Total Canadian P&C,2018,Q3,Other Revenue,Other Revenue/Expenses,Other Revenues,44724
24,Total Canadian P&C,2018,Q3,Other Costs,Other Revenue/Expenses,Finance Costs,3122
25,Total Canadian P&C,2018,Q3,Other Costs,Other Revenue/Expenses,Other Expenses,23815
26,Total Canadian P&C,2018,Q3,Tax,Tax,Current,147112
27,Total Canadian P&C,2018,Q3,Tax,Tax,Deferred,13739
28,Total Canadian P&C,2018,Q3,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Total Canadian P&C,2018,Q3,Equity Holders,Equity Breakdown,Equity Holders,604894
0,Total Canadian P&C,2018,Q4,Revenue,Premiums Written,Direct,22185493
1,Total Canadian P&C,2018,Q4,Revenue,Premiums Written,Reinsurance Assumed,2745274
2,Total Canadian P&C,2018,Q4,Cost,Premiums Written,Reinsurance Ceded,5157846
3,Total Canadian P&C,2018,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-714006
4,Total Canadian P&C,2018,Q4,Revenue,Net Premiums Earned,Service Charges ,87381
5,Total Canadian P&C,2018,Q4,Revenue,Net Premiums Earned,Other ,-321
6,Total Canadian P&C,2018,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,15635803
7,Total Canadian P&C,2018,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,3253858
8,Total Canadian P&C,2018,Q4,Cost,Acquisition Expenses,Gross Commissions,3674603
9,Total Canadian P&C,2018,Q4,Revenue,Acquisition Expenses,Ceded Commissions,1073072
10,Total Canadian P&C,2018,Q4,Cost,Acquisition Expenses,Taxes,706655
11,Total Canadian P&C,2018,Q4,Cost,Acquisition Expenses,Other ,780629
12,Total Canadian P&C,2018,Q4,Cost,General Expenses,General Expenses ,1590401
13,Total Canadian P&C,2018,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Total Canadian P&C,2018,Q4,Investment Income,Investment Operations,Income,924571
15,Total Canadian P&C,2018,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,341723
16,Total Canadian P&C,2018,Q4,Investment Income,Investment Operations,Realized Gains (Losses),34584
17,Total Canadian P&C,2018,Q4,Investment Costs,Investment Operations,Expenses,58582
18,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,-2320
19,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",10721
20,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),116032
21,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,81578
22,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,62262
23,Total Canadian P&C,2018,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,68617
24,Total Canadian P&C,2018,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,21031
25,Total Canadian P&C,2018,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,35821
26,Total Canadian P&C,2018,Q4,Tax,Tax,Current,204970
27,Total Canadian P&C,2018,Q4,Tax,Tax,Deferred,95311
28,Total Canadian P&C,2018,Q4,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Total Canadian P&C,2018,Q4,Equity Holders,Equity Breakdown,Equity Holders,686491
0,AIG Insurance Company of Canada,2020,Q1,Revenue,Premiums Written,Direct,213541
1,AIG Insurance Company of Canada,2020,Q1,Revenue,Premiums Written,Reinsurance Assumed,902
2,AIG Insurance Company of Canada,2020,Q1,Cost,Premiums Written,Reinsurance Ceded,166348
3,AIG Insurance Company of Canada,2020,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,37756
4,AIG Insurance Company of Canada,2020,Q1,Revenue,Net Premiums Earned,Service Charges ,272
5,AIG Insurance Company of Canada,2020,Q1,Revenue,Net Premiums Earned,Other ,0
6,AIG Insurance Company of Canada,2020,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,287982
7,AIG Insurance Company of Canada,2020,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,191664
8,AIG Insurance Company of Canada,2020,Q1,Cost,Acquisition Expenses,Gross Commissions,34705
9,AIG Insurance Company of Canada,2020,Q1,Revenue,Acquisition Expenses,Ceded Commissions,43540
10,AIG Insurance Company of Canada,2020,Q1,Cost,Acquisition Expenses,Taxes,10787
11,AIG Insurance Company of Canada,2020,Q1,Cost,Acquisition Expenses,Other ,13357
12,AIG Insurance Company of Canada,2020,Q1,Cost,General Expenses,General Expenses ,11040
13,AIG Insurance Company of Canada,2020,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,AIG Insurance Company of Canada,2020,Q1,Investment Income,Investment Operations,Income,16429
15,AIG Insurance Company of Canada,2020,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,73
16,AIG Insurance Company of Canada,2020,Q1,Investment Income,Investment Operations,Realized Gains (Losses),697
17,AIG Insurance Company of Canada,2020,Q1,Investment Costs,Investment Operations,Expenses,519
18,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,32479
23,AIG Insurance Company of Canada,2020,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,13
24,AIG Insurance Company of Canada,2020,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,AIG Insurance Company of Canada,2020,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,358
26,AIG Insurance Company of Canada,2020,Q1,Tax,Tax,Current,0
27,AIG Insurance Company of Canada,2020,Q1,Tax,Tax,Deferred,3075
28,AIG Insurance Company of Canada,2020,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,AIG Insurance Company of Canada,2020,Q1,Equity Holders,Equity Breakdown,Equity Holders,7801
0,AIG Insurance Company of Canada,2020,Q2,Revenue,Premiums Written,Direct,360859
1,AIG Insurance Company of Canada,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,4367
2,AIG Insurance Company of Canada,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,250640
3,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-20126
4,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,309
5,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,AIG Insurance Company of Canada,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,211421
7,AIG Insurance Company of Canada,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,134926
8,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,24189
9,AIG Insurance Company of Canada,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,46715
10,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Taxes,11895
11,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Other ,10182
12,AIG Insurance Company of Canada,2020,Q2,Cost,General Expenses,General Expenses ,8056
13,AIG Insurance Company of Canada,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Income,14473
15,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,-1
16,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),-116
17,AIG Insurance Company of Canada,2020,Q2,Investment Costs,Investment Operations,Expenses,454
18,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,-12092
23,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,38
24,AIG Insurance Company of Canada,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,AIG Insurance Company of Canada,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,478
26,AIG Insurance Company of Canada,2020,Q2,Tax,Tax,Current,6745
27,AIG Insurance Company of Canada,2020,Q2,Tax,Tax,Deferred,-2632
28,AIG Insurance Company of Canada,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,AIG Insurance Company of Canada,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,9042
0,AIG Insurance Company of Canada,2020,Q2,Revenue,Premiums Written,Direct,213541
1,AIG Insurance Company of Canada,2020,Q2,Revenue,Premiums Written,Reinsurance Assumed,902
2,AIG Insurance Company of Canada,2020,Q2,Cost,Premiums Written,Reinsurance Ceded,166348
3,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,37756
4,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Earned,Service Charges ,272
5,AIG Insurance Company of Canada,2020,Q2,Revenue,Net Premiums Earned,Other ,0
6,AIG Insurance Company of Canada,2020,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,287982
7,AIG Insurance Company of Canada,2020,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,191664
8,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Gross Commissions,34705
9,AIG Insurance Company of Canada,2020,Q2,Revenue,Acquisition Expenses,Ceded Commissions,43540
10,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Taxes,10787
11,AIG Insurance Company of Canada,2020,Q2,Cost,Acquisition Expenses,Other ,13357
12,AIG Insurance Company of Canada,2020,Q2,Cost,General Expenses,General Expenses ,11040
13,AIG Insurance Company of Canada,2020,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Income,16429
15,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,73
16,AIG Insurance Company of Canada,2020,Q2,Investment Income,Investment Operations,Realized Gains (Losses),697
17,AIG Insurance Company of Canada,2020,Q2,Investment Costs,Investment Operations,Expenses,519
18,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,32479
23,AIG Insurance Company of Canada,2020,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,13
24,AIG Insurance Company of Canada,2020,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,AIG Insurance Company of Canada,2020,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,358
26,AIG Insurance Company of Canada,2020,Q2,Tax,Tax,Current,0
27,AIG Insurance Company of Canada,2020,Q2,Tax,Tax,Deferred,3075
28,AIG Insurance Company of Canada,2020,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,AIG Insurance Company of Canada,2020,Q2,Equity Holders,Equity Breakdown,Equity Holders,7801
0,AIG Insurance Company of Canada,2019,Q1,Revenue,Premiums Written,Direct,211964
1,AIG Insurance Company of Canada,2019,Q1,Revenue,Premiums Written,Reinsurance Assumed,145
2,AIG Insurance Company of Canada,2019,Q1,Cost,Premiums Written,Reinsurance Ceded,173202
3,AIG Insurance Company of Canada,2019,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,60394
4,AIG Insurance Company of Canada,2019,Q1,Revenue,Net Premiums Earned,Service Charges ,246
5,AIG Insurance Company of Canada,2019,Q1,Revenue,Net Premiums Earned,Other ,0
6,AIG Insurance Company of Canada,2019,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,183696
7,AIG Insurance Company of Canada,2019,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,121666
8,AIG Insurance Company of Canada,2019,Q1,Cost,Acquisition Expenses,Gross Commissions,30438
9,AIG Insurance Company of Canada,2019,Q1,Revenue,Acquisition Expenses,Ceded Commissions,39406
10,AIG Insurance Company of Canada,2019,Q1,Cost,Acquisition Expenses,Taxes,11137
11,AIG Insurance Company of Canada,2019,Q1,Cost,Acquisition Expenses,Other ,14620
12,AIG Insurance Company of Canada,2019,Q1,Cost,General Expenses,General Expenses ,9944
13,AIG Insurance Company of Canada,2019,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,AIG Insurance Company of Canada,2019,Q1,Investment Income,Investment Operations,Income,17986
15,AIG Insurance Company of Canada,2019,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
16,AIG Insurance Company of Canada,2019,Q1,Investment Income,Investment Operations,Realized Gains (Losses),1450
17,AIG Insurance Company of Canada,2019,Q1,Investment Costs,Investment Operations,Expenses,485
18,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,0
22,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,14465
23,AIG Insurance Company of Canada,2019,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,192
24,AIG Insurance Company of Canada,2019,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,AIG Insurance Company of Canada,2019,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,327
26,AIG Insurance Company of Canada,2019,Q1,Tax,Tax,Current,2771
27,AIG Insurance Company of Canada,2019,Q1,Tax,Tax,Deferred,519
28,AIG Insurance Company of Canada,2019,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,AIG Insurance Company of Canada,2019,Q1,Equity Holders,Equity Breakdown,Equity Holders,8945
0,AIG Insurance Company of Canada,2019,Q2,Revenue,Premiums Written,Direct,360161
1,AIG Insurance Company of Canada,2019,Q2,Revenue,Premiums Written,Reinsurance Assumed,5478
2,AIG Insurance Company of Canada,2019,Q2,Cost,Premiums Written,Reinsurance Ceded,231070
3,AIG Insurance Company of Canada,2019,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-32319
4,AIG Insurance Company of Canada,2019,Q2,Revenue,Net Premiums Earned,Service Charges ,1025
5,AIG Insurance Company of Canada,2019,Q2,Revenue,Net Premiums Earned,Other ,0
6,AIG Insurance Company of Canada,2019,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,189886
7,AIG Insurance Company of Canada,2019,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,115565
8,AIG Insurance Company of Canada,2019,Q2,Cost,Acquisition Expenses,Gross Commissions,24568
9,AIG Insurance Company of Canada,2019,Q2,Revenue,Acquisition Expenses,Ceded Commissions,43134
10,AIG Insurance Company of Canada,2019,Q2,Cost,Acquisition Expenses,Taxes,11109
11,AIG Insurance Company of Canada,2019,Q2,Cost,Acquisition Expenses,Other ,12145
12,AIG Insurance Company of Canada,2019,Q2,Cost,General Expenses,General Expenses ,5052
13,AIG Insurance Company of Canada,2019,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,AIG Insurance Company of Canada,2019,Q2,Investment Income,Investment Operations,Income,17862
15,AIG Insurance Company of Canada,2019,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,0
