,Company,Year,Quarter,Assets L1,Assets L2,Value
7,Total Canadian P&C,2018,Q1,Investments,Common Shares,"5,883,920"
8,Total Canadian P&C,2018,Q1,Investments,Investment Properties,"65,140"
9,Total Canadian P&C,2018,Q1,Investments,Other Loans and Invested Assets,"12,279,245"
10,Total Canadian P&C,2018,Q1,Receivables,Unaffiliated Agents and Brokers,"1,302,239"
11,Total Canadian P&C,2018,Q1,Receivables,Policyholders,"195,964"
12,Total Canadian P&C,2018,Q1,Receivables,Instalment Premiums,"9,433,860"
13,Total Canadian P&C,2018,Q1,Receivables,Other Insurers,"337,658"
14,Total Canadian P&C,2018,Q1,Receivables,"Facility Association and the ""P.R.R."" ","218,799"
15,Total Canadian P&C,2018,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures","588,867"
16,Total Canadian P&C,2018,Q1,Receivables,Other Receivables,"304,587"
17,Total Canadian P&C,2018,Q1,Receivables from Reinsurers,Unearned Premiums,"3,511,624"
18,Total Canadian P&C,2018,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"14,664,231"
19,Total Canadian P&C,2018,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"498,272"
20,Total Canadian P&C,2018,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","455,252"
21,Total Canadian P&C,2018,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,"7,168,395"
22,Total Canadian P&C,2018,Q1,Property and Equipment,Property and Equipment,"448,811"
23,Total Canadian P&C,2018,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"3,800,318"
24,Total Canadian P&C,2018,Q1,Current Tax Assets,Current Tax Assets,"462,006"
25,Total Canadian P&C,2018,Q1,Deferred Tax Assets,Deferred Tax Assets,"940,731"
26,Total Canadian P&C,2018,Q1,Goodwill,Goodwill,"1,359,671"
27,Total Canadian P&C,2018,Q1,Intangible Assets,Intangible Assets,"1,915,657"
28,Total Canadian P&C,2018,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,"79,755"
29,Total Canadian P&C,2018,Q1,Other Assets ,Other Assets ,"353,247"
0,Total Canadian P&C,2017,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,"2,912,765"
1,Total Canadian P&C,2017,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,"267,905"
2,Total Canadian P&C,2017,Q4,Assets held for sale,Assets held for sale,0
3,Total Canadian P&C,2017,Q4,Investments,Short Term Investments,"2,680,803"
4,Total Canadian P&C,2017,Q4,Investments,Bonds and Debentures,"42,696,713"
5,Total Canadian P&C,2017,Q4,Investments,Mortgage Loans,"902,948"
6,Total Canadian P&C,2017,Q4,Investments,Preferred Shares,"3,531,806"
7,Total Canadian P&C,2017,Q4,Investments,Common Shares,"6,517,013"
8,Total Canadian P&C,2017,Q4,Investments,Investment Properties,"61,800"
9,Total Canadian P&C,2017,Q4,Investments,Other Loans and Invested Assets,"12,709,485"
10,Total Canadian P&C,2017,Q4,Receivables,Unaffiliated Agents and Brokers,"1,517,976"
11,Total Canadian P&C,2017,Q4,Receivables,Policyholders,"201,528"
12,Total Canadian P&C,2017,Q4,Receivables,Instalment Premiums,"10,263,164"
13,Total Canadian P&C,2017,Q4,Receivables,Other Insurers,"423,413"
14,Total Canadian P&C,2017,Q4,Receivables,"Facility Association and the ""P.R.R."" ","225,897"
15,Total Canadian P&C,2017,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures","534,443"
16,Total Canadian P&C,2017,Q4,Receivables,Other Receivables,"301,284"
17,Total Canadian P&C,2017,Q4,Receivables from Reinsurers,Unearned Premiums,"4,101,116"
18,Total Canadian P&C,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"17,103,237"
19,Total Canadian P&C,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"493,887"
20,Total Canadian P&C,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","465,122"
21,Total Canadian P&C,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,"7,167,809"
22,Total Canadian P&C,2017,Q4,Property and Equipment,Property and Equipment,"454,317"
23,Total Canadian P&C,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"4,509,415"
24,Total Canadian P&C,2017,Q4,Current Tax Assets,Current Tax Assets,"306,575"
25,Total Canadian P&C,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,"929,584"
26,Total Canadian P&C,2017,Q4,Goodwill,Goodwill,"1,375,917"
27,Total Canadian P&C,2017,Q4,Intangible Assets,Intangible Assets,"1,892,006"
28,Total Canadian P&C,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,"76,231"
29,Total Canadian P&C,2017,Q4,Other Assets ,Other Assets ,"398,356"
0,Total Canadian P&C,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,084,569"
1,Total Canadian P&C,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"356,317"
2,Total Canadian P&C,2017,Q3,Assets held for sale,Assets held for sale,0
3,Total Canadian P&C,2017,Q3,Investments,Short Term Investments,"2,342,356"
4,Total Canadian P&C,2017,Q3,Investments,Bonds and Debentures,"45,137,706"
5,Total Canadian P&C,2017,Q3,Investments,Mortgage Loans,"937,076"
6,Total Canadian P&C,2017,Q3,Investments,Preferred Shares,"3,471,023"
7,Total Canadian P&C,2017,Q3,Investments,Common Shares,"6,232,990"
8,Total Canadian P&C,2017,Q3,Investments,Investment Properties,"58,649"
9,Total Canadian P&C,2017,Q3,Investments,Other Loans and Invested Assets,"12,327,379"
10,Total Canadian P&C,2017,Q3,Receivables,Unaffiliated Agents and Brokers,"1,303,797"
11,Total Canadian P&C,2017,Q3,Receivables,Policyholders,"200,294"
12,Total Canadian P&C,2017,Q3,Receivables,Instalment Premiums,"10,488,320"
13,Total Canadian P&C,2017,Q3,Receivables,Other Insurers,"423,079"
14,Total Canadian P&C,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ","243,984"
15,Total Canadian P&C,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","474,195"
16,Total Canadian P&C,2017,Q3,Receivables,Other Receivables,"319,202"
17,Total Canadian P&C,2017,Q3,Receivables from Reinsurers,Unearned Premiums,"3,771,669"
18,Total Canadian P&C,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"15,134,916"
19,Total Canadian P&C,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"480,060"
20,Total Canadian P&C,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","456,079"
21,Total Canadian P&C,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,"6,946,757"
22,Total Canadian P&C,2017,Q3,Property and Equipment,Property and Equipment,"461,300"
23,Total Canadian P&C,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"4,482,871"
24,Total Canadian P&C,2017,Q3,Current Tax Assets,Current Tax Assets,"454,157"
25,Total Canadian P&C,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,"852,107"
26,Total Canadian P&C,2017,Q3,Goodwill,Goodwill,"1,326,653"
27,Total Canadian P&C,2017,Q3,Intangible Assets,Intangible Assets,"1,873,005"
28,Total Canadian P&C,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,"65,799"
29,Total Canadian P&C,2017,Q3,Other Assets ,Other Assets ,"386,436"
0,Total Canadian P&C,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,197,905"
1,Total Canadian P&C,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"256,780"
2,Total Canadian P&C,2017,Q2,Assets held for sale,Assets held for sale,94
3,Total Canadian P&C,2017,Q2,Investments,Short Term Investments,"2,822,049"
4,Total Canadian P&C,2017,Q2,Investments,Bonds and Debentures,"45,186,883"
5,Total Canadian P&C,2017,Q2,Investments,Mortgage Loans,"989,362"
6,Total Canadian P&C,2017,Q2,Investments,Preferred Shares,"3,232,620"
7,Total Canadian P&C,2017,Q2,Investments,Common Shares,"6,227,271"
8,Total Canadian P&C,2017,Q2,Investments,Investment Properties,"56,997"
9,Total Canadian P&C,2017,Q2,Investments,Other Loans and Invested Assets,"12,788,533"
10,Total Canadian P&C,2017,Q2,Receivables,Unaffiliated Agents and Brokers,"1,756,402"
11,Total Canadian P&C,2017,Q2,Receivables,Policyholders,"204,460"
12,Total Canadian P&C,2017,Q2,Receivables,Instalment Premiums,"9,750,388"
13,Total Canadian P&C,2017,Q2,Receivables,Other Insurers,"532,292"
14,Total Canadian P&C,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ","246,592"
15,Total Canadian P&C,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","457,718"
16,Total Canadian P&C,2017,Q2,Receivables,Other Receivables,"329,428"
17,Total Canadian P&C,2017,Q2,Receivables from Reinsurers,Unearned Premiums,"3,680,813"
18,Total Canadian P&C,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"15,405,246"
19,Total Canadian P&C,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"522,174"
20,Total Canadian P&C,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","448,863"
21,Total Canadian P&C,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,"6,823,941"
22,Total Canadian P&C,2017,Q2,Property and Equipment,Property and Equipment,"457,982"
23,Total Canadian P&C,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"4,365,458"
24,Total Canadian P&C,2017,Q2,Current Tax Assets,Current Tax Assets,"406,811"
25,Total Canadian P&C,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,"871,087"
26,Total Canadian P&C,2017,Q2,Goodwill,Goodwill,"912,653"
27,Total Canadian P&C,2017,Q2,Intangible Assets,Intangible Assets,"1,498,495"
28,Total Canadian P&C,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,"59,708"
29,Total Canadian P&C,2017,Q2,Other Assets ,Other Assets ,"339,885"
0,Total Canadian P&C,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"2,432,844"
1,Total Canadian P&C,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"358,045"
2,Total Canadian P&C,2017,Q1,Assets held for sale,Assets held for sale,472
3,Total Canadian P&C,2017,Q1,Investments,Short Term Investments,"2,478,864"
4,Total Canadian P&C,2017,Q1,Investments,Bonds and Debentures,"46,143,275"
5,Total Canadian P&C,2017,Q1,Investments,Mortgage Loans,"1,024,126"
6,Total Canadian P&C,2017,Q1,Investments,Preferred Shares,"3,136,697"
7,Total Canadian P&C,2017,Q1,Investments,Common Shares,"6,384,173"
8,Total Canadian P&C,2017,Q1,Investments,Investment Properties,"54,081"
9,Total Canadian P&C,2017,Q1,Investments,Other Loans and Invested Assets,"13,089,091"
10,Total Canadian P&C,2017,Q1,Receivables,Unaffiliated Agents and Brokers,"1,266,326"
11,Total Canadian P&C,2017,Q1,Receivables,Policyholders,"182,864"
12,Total Canadian P&C,2017,Q1,Receivables,Instalment Premiums,"8,801,450"
13,Total Canadian P&C,2017,Q1,Receivables,Other Insurers,"573,648"
14,Total Canadian P&C,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ","227,744"
15,Total Canadian P&C,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures","445,071"
16,Total Canadian P&C,2017,Q1,Receivables,Other Receivables,"275,042"
17,Total Canadian P&C,2017,Q1,Receivables from Reinsurers,Unearned Premiums,"3,399,853"
18,Total Canadian P&C,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"15,588,721"
19,Total Canadian P&C,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"523,324"
20,Total Canadian P&C,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures","290,933"
21,Total Canadian P&C,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,"6,818,508"
22,Total Canadian P&C,2017,Q1,Property and Equipment,Property and Equipment,"461,390"
23,Total Canadian P&C,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"4,037,290"
24,Total Canadian P&C,2017,Q1,Current Tax Assets,Current Tax Assets,"313,797"
25,Total Canadian P&C,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,"853,716"
26,Total Canadian P&C,2017,Q1,Goodwill,Goodwill,"937,424"
27,Total Canadian P&C,2017,Q1,Intangible Assets,Intangible Assets,"1,473,756"
28,Total Canadian P&C,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,"64,413"
29,Total Canadian P&C,2017,Q1,Other Assets ,Other Assets ,"341,174"
0,AIG Insurance Company of Canada,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"82,530"
1,AIG Insurance Company of Canada,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"12,374"
2,AIG Insurance Company of Canada,2020,Q3,Assets held for sale,Assets held for sale,0
3,AIG Insurance Company of Canada,2020,Q3,Investments,Short Term Investments,0
4,AIG Insurance Company of Canada,2020,Q3,Investments,Bonds and Debentures,"1,879,463"
5,AIG Insurance Company of Canada,2020,Q3,Investments,Mortgage Loans,"26,795"
6,AIG Insurance Company of Canada,2020,Q3,Investments,Preferred Shares,0
7,AIG Insurance Company of Canada,2020,Q3,Investments,Common Shares,0
8,AIG Insurance Company of Canada,2020,Q3,Investments,Investment Properties,0
9,AIG Insurance Company of Canada,2020,Q3,Investments,Other Loans and Invested Assets,0
10,AIG Insurance Company of Canada,2020,Q3,Receivables,Unaffiliated Agents and Brokers,"101,567"
11,AIG Insurance Company of Canada,2020,Q3,Receivables,Policyholders,0
12,AIG Insurance Company of Canada,2020,Q3,Receivables,Instalment Premiums,"175,158"
13,AIG Insurance Company of Canada,2020,Q3,Receivables,Other Insurers,"23,193"
14,AIG Insurance Company of Canada,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ","2,294"
15,AIG Insurance Company of Canada,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","9,739"
16,AIG Insurance Company of Canada,2020,Q3,Receivables,Other Receivables,7
17,AIG Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unearned Premiums,"572,738"
18,AIG Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"1,790,205"
19,AIG Insurance Company of Canada,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"80,634"
20,AIG Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,AIG Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,AIG Insurance Company of Canada,2020,Q3,Property and Equipment,Property and Equipment,0
23,AIG Insurance Company of Canada,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"103,976"
24,AIG Insurance Company of Canada,2020,Q3,Current Tax Assets,Current Tax Assets,"3,017"
25,AIG Insurance Company of Canada,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,"26,418"
26,AIG Insurance Company of Canada,2020,Q3,Goodwill,Goodwill,0
27,AIG Insurance Company of Canada,2020,Q3,Intangible Assets,Intangible Assets,0
28,AIG Insurance Company of Canada,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,AIG Insurance Company of Canada,2020,Q3,Other Assets ,Other Assets ,"32,395"
0,AIG Insurance Company of Canada,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"83,476"
1,AIG Insurance Company of Canada,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"13,420"
2,AIG Insurance Company of Canada,2020,Q2,Assets held for sale,Assets held for sale,0
3,AIG Insurance Company of Canada,2020,Q2,Investments,Short Term Investments,0
4,AIG Insurance Company of Canada,2020,Q2,Investments,Bonds and Debentures,"1,875,356"
5,AIG Insurance Company of Canada,2020,Q2,Investments,Mortgage Loans,"27,189"
6,AIG Insurance Company of Canada,2020,Q2,Investments,Preferred Shares,0
7,AIG Insurance Company of Canada,2020,Q2,Investments,Common Shares,0
8,AIG Insurance Company of Canada,2020,Q2,Investments,Investment Properties,0
9,AIG Insurance Company of Canada,2020,Q2,Investments,Other Loans and Invested Assets,0
10,AIG Insurance Company of Canada,2020,Q2,Receivables,Unaffiliated Agents and Brokers,"220,346"
11,AIG Insurance Company of Canada,2020,Q2,Receivables,Policyholders,0
12,AIG Insurance Company of Canada,2020,Q2,Receivables,Instalment Premiums,"44,247"
13,AIG Insurance Company of Canada,2020,Q2,Receivables,Other Insurers,"18,681"
14,AIG Insurance Company of Canada,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ","1,970"
15,AIG Insurance Company of Canada,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","8,386"
16,AIG Insurance Company of Canada,2020,Q2,Receivables,Other Receivables,149
17,AIG Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unearned Premiums,"425,561"
18,AIG Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"1,843,387"
19,AIG Insurance Company of Canada,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,"72,288"
20,AIG Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,AIG Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,AIG Insurance Company of Canada,2020,Q2,Property and Equipment,Property and Equipment,0
23,AIG Insurance Company of Canada,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"97,640"
24,AIG Insurance Company of Canada,2020,Q2,Current Tax Assets,Current Tax Assets,0
25,AIG Insurance Company of Canada,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,"26,680"
26,AIG Insurance Company of Canada,2020,Q2,Goodwill,Goodwill,0
27,AIG Insurance Company of Canada,2020,Q2,Intangible Assets,Intangible Assets,0
28,AIG Insurance Company of Canada,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,AIG Insurance Company of Canada,2020,Q2,Other Assets ,Other Assets ,"44,229"
0,AIG Insurance Company of Canada,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,"26,603"
1,AIG Insurance Company of Canada,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"13,655"
2,AIG Insurance Company of Canada,2020,Q1,Assets held for sale,Assets held for sale,0
3,AIG Insurance Company of Canada,2020,Q1,Investments,Short Term Investments,0
4,AIG Insurance Company of Canada,2020,Q1,Investments,Bonds and Debentures,"1,869,060"
5,AIG Insurance Company of Canada,2020,Q1,Investments,Mortgage Loans,"27,156"
6,AIG Insurance Company of Canada,2020,Q1,Investments,Preferred Shares,0
7,AIG Insurance Company of Canada,2020,Q1,Investments,Common Shares,0
8,AIG Insurance Company of Canada,2020,Q1,Investments,Investment Properties,0
9,AIG Insurance Company of Canada,2020,Q1,Investments,Other Loans and Invested Assets,0
