Company,Year,Quarter,Assets L1,Assets L2,Value
Total Canadian P&C,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,17103237
Total Canadian P&C,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,493887
Total Canadian P&C,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",465122
Total Canadian P&C,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,7167809
Total Canadian P&C,2017,Q4,Property and Equipment,Property and Equipment,454317
Total Canadian P&C,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,4509415
Total Canadian P&C,2017,Q4,Current Tax Assets,Current Tax Assets,306575
Total Canadian P&C,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,929584
Total Canadian P&C,2017,Q4,Goodwill,Goodwill,1375917
Total Canadian P&C,2017,Q4,Intangible Assets,Intangible Assets,1892006
Total Canadian P&C,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,76231
Total Canadian P&C,2017,Q4,Other Assets ,Other Assets ,398356
Total Canadian P&C,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,3084569
Total Canadian P&C,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,356317
Total Canadian P&C,2017,Q3,Assets held for sale,Assets held for sale,0
Total Canadian P&C,2017,Q3,Investments,Short Term Investments,2342356
Total Canadian P&C,2017,Q3,Investments,Bonds and Debentures,45137706
Total Canadian P&C,2017,Q3,Investments,Mortgage Loans,937076
Total Canadian P&C,2017,Q3,Investments,Preferred Shares,3471023
Total Canadian P&C,2017,Q3,Investments,Common Shares,6232990
Total Canadian P&C,2017,Q3,Investments,Investment Properties,58649
Total Canadian P&C,2017,Q3,Investments,Other Loans and Invested Assets,12327379
Total Canadian P&C,2017,Q3,Receivables,Unaffiliated Agents and Brokers,1303797
Total Canadian P&C,2017,Q3,Receivables,Policyholders,200294
Total Canadian P&C,2017,Q3,Receivables,Instalment Premiums,10488320
Total Canadian P&C,2017,Q3,Receivables,Other Insurers,423079
Total Canadian P&C,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ",243984
Total Canadian P&C,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",474195
Total Canadian P&C,2017,Q3,Receivables,Other Receivables,319202
Total Canadian P&C,2017,Q3,Receivables from Reinsurers,Unearned Premiums,3771669
Total Canadian P&C,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,15134916
Total Canadian P&C,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,480060
Total Canadian P&C,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",456079
Total Canadian P&C,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,6946757
Total Canadian P&C,2017,Q3,Property and Equipment,Property and Equipment,461300
Total Canadian P&C,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,4482871
Total Canadian P&C,2017,Q3,Current Tax Assets,Current Tax Assets,454157
Total Canadian P&C,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,852107
Total Canadian P&C,2017,Q3,Goodwill,Goodwill,1326653
Total Canadian P&C,2017,Q3,Intangible Assets,Intangible Assets,1873005
Total Canadian P&C,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,65799
Total Canadian P&C,2017,Q3,Other Assets ,Other Assets ,386436
Total Canadian P&C,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,3197905
Total Canadian P&C,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,256780
Total Canadian P&C,2017,Q2,Assets held for sale,Assets held for sale,94
Total Canadian P&C,2017,Q2,Investments,Short Term Investments,2822049
Total Canadian P&C,2017,Q2,Investments,Bonds and Debentures,45186883
Total Canadian P&C,2017,Q2,Investments,Mortgage Loans,989362
Total Canadian P&C,2017,Q2,Investments,Preferred Shares,3232620
Total Canadian P&C,2017,Q2,Investments,Common Shares,6227271
Total Canadian P&C,2017,Q2,Investments,Investment Properties,56997
Total Canadian P&C,2017,Q2,Investments,Other Loans and Invested Assets,12788533
Total Canadian P&C,2017,Q2,Receivables,Unaffiliated Agents and Brokers,1756402
Total Canadian P&C,2017,Q2,Receivables,Policyholders,204460
Total Canadian P&C,2017,Q2,Receivables,Instalment Premiums,9750388
Total Canadian P&C,2017,Q2,Receivables,Other Insurers,532292
Total Canadian P&C,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ",246592
Total Canadian P&C,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",457718
Total Canadian P&C,2017,Q2,Receivables,Other Receivables,329428
Total Canadian P&C,2017,Q2,Receivables from Reinsurers,Unearned Premiums,3680813
Total Canadian P&C,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,15405246
Total Canadian P&C,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,522174
Total Canadian P&C,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",448863
Total Canadian P&C,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,6823941
Total Canadian P&C,2017,Q2,Property and Equipment,Property and Equipment,457982
Total Canadian P&C,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,4365458
Total Canadian P&C,2017,Q2,Current Tax Assets,Current Tax Assets,406811
Total Canadian P&C,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,871087
Total Canadian P&C,2017,Q2,Goodwill,Goodwill,912653
Total Canadian P&C,2017,Q2,Intangible Assets,Intangible Assets,1498495
Total Canadian P&C,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,59708
Total Canadian P&C,2017,Q2,Other Assets ,Other Assets ,339885
Total Canadian P&C,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,2432844
Total Canadian P&C,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,358045
Total Canadian P&C,2017,Q1,Assets held for sale,Assets held for sale,472
Total Canadian P&C,2017,Q1,Investments,Short Term Investments,2478864
Total Canadian P&C,2017,Q1,Investments,Bonds and Debentures,46143275
Total Canadian P&C,2017,Q1,Investments,Mortgage Loans,1024126
Total Canadian P&C,2017,Q1,Investments,Preferred Shares,3136697
Total Canadian P&C,2017,Q1,Investments,Common Shares,6384173
Total Canadian P&C,2017,Q1,Investments,Investment Properties,54081
Total Canadian P&C,2017,Q1,Investments,Other Loans and Invested Assets,13089091
Total Canadian P&C,2017,Q1,Receivables,Unaffiliated Agents and Brokers,1266326
Total Canadian P&C,2017,Q1,Receivables,Policyholders,182864
Total Canadian P&C,2017,Q1,Receivables,Instalment Premiums,8801450
Total Canadian P&C,2017,Q1,Receivables,Other Insurers,573648
Total Canadian P&C,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ",227744
Total Canadian P&C,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",445071
Total Canadian P&C,2017,Q1,Receivables,Other Receivables,275042
Total Canadian P&C,2017,Q1,Receivables from Reinsurers,Unearned Premiums,3399853
Total Canadian P&C,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,15588721
Total Canadian P&C,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,523324
Total Canadian P&C,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",290933
Total Canadian P&C,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,6818508
Total Canadian P&C,2017,Q1,Property and Equipment,Property and Equipment,461390
Total Canadian P&C,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,4037290
Total Canadian P&C,2017,Q1,Current Tax Assets,Current Tax Assets,313797
Total Canadian P&C,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,853716
Total Canadian P&C,2017,Q1,Goodwill,Goodwill,937424
Total Canadian P&C,2017,Q1,Intangible Assets,Intangible Assets,1473756
Total Canadian P&C,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,64413
Total Canadian P&C,2017,Q1,Other Assets ,Other Assets ,341174
AIG Insurance Company of Canada,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,82530
AIG Insurance Company of Canada,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,12374
AIG Insurance Company of Canada,2020,Q3,Assets held for sale,Assets held for sale,0
AIG Insurance Company of Canada,2020,Q3,Investments,Short Term Investments,0
AIG Insurance Company of Canada,2020,Q3,Investments,Bonds and Debentures,1879463
AIG Insurance Company of Canada,2020,Q3,Investments,Mortgage Loans,26795
AIG Insurance Company of Canada,2020,Q3,Investments,Preferred Shares,0
AIG Insurance Company of Canada,2020,Q3,Investments,Common Shares,0
AIG Insurance Company of Canada,2020,Q3,Investments,Investment Properties,0
AIG Insurance Company of Canada,2020,Q3,Investments,Other Loans and Invested Assets,0
AIG Insurance Company of Canada,2020,Q3,Receivables,Unaffiliated Agents and Brokers,101567
AIG Insurance Company of Canada,2020,Q3,Receivables,Policyholders,0
AIG Insurance Company of Canada,2020,Q3,Receivables,Instalment Premiums,175158
AIG Insurance Company of Canada,2020,Q3,Receivables,Other Insurers,23193
AIG Insurance Company of Canada,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ",2294
AIG Insurance Company of Canada,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",9739
AIG Insurance Company of Canada,2020,Q3,Receivables,Other Receivables,7
AIG Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unearned Premiums,572738
AIG Insurance Company of Canada,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,1790205
AIG Insurance Company of Canada,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,80634
AIG Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
AIG Insurance Company of Canada,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
AIG Insurance Company of Canada,2020,Q3,Property and Equipment,Property and Equipment,0
AIG Insurance Company of Canada,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,103976
AIG Insurance Company of Canada,2020,Q3,Current Tax Assets,Current Tax Assets,3017
AIG Insurance Company of Canada,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,26418
AIG Insurance Company of Canada,2020,Q3,Goodwill,Goodwill,0
AIG Insurance Company of Canada,2020,Q3,Intangible Assets,Intangible Assets,0
AIG Insurance Company of Canada,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
AIG Insurance Company of Canada,2020,Q3,Other Assets ,Other Assets ,32395
AIG Insurance Company of Canada,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,83476
AIG Insurance Company of Canada,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,13420
AIG Insurance Company of Canada,2020,Q2,Assets held for sale,Assets held for sale,0
AIG Insurance Company of Canada,2020,Q2,Investments,Short Term Investments,0
AIG Insurance Company of Canada,2020,Q2,Investments,Bonds and Debentures,1875356
AIG Insurance Company of Canada,2020,Q2,Investments,Mortgage Loans,27189
AIG Insurance Company of Canada,2020,Q2,Investments,Preferred Shares,0
AIG Insurance Company of Canada,2020,Q2,Investments,Common Shares,0
AIG Insurance Company of Canada,2020,Q2,Investments,Investment Properties,0
AIG Insurance Company of Canada,2020,Q2,Investments,Other Loans and Invested Assets,0
AIG Insurance Company of Canada,2020,Q2,Receivables,Unaffiliated Agents and Brokers,220346
AIG Insurance Company of Canada,2020,Q2,Receivables,Policyholders,0
AIG Insurance Company of Canada,2020,Q2,Receivables,Instalment Premiums,44247
AIG Insurance Company of Canada,2020,Q2,Receivables,Other Insurers,18681
AIG Insurance Company of Canada,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ",1970
AIG Insurance Company of Canada,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",8386
AIG Insurance Company of Canada,2020,Q2,Receivables,Other Receivables,149
AIG Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unearned Premiums,425561
AIG Insurance Company of Canada,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,1843387
AIG Insurance Company of Canada,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,72288
AIG Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
AIG Insurance Company of Canada,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
AIG Insurance Company of Canada,2020,Q2,Property and Equipment,Property and Equipment,0
AIG Insurance Company of Canada,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,97640
AIG Insurance Company of Canada,2020,Q2,Current Tax Assets,Current Tax Assets,0
AIG Insurance Company of Canada,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,26680
AIG Insurance Company of Canada,2020,Q2,Goodwill,Goodwill,0
AIG Insurance Company of Canada,2020,Q2,Intangible Assets,Intangible Assets,0
AIG Insurance Company of Canada,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
AIG Insurance Company of Canada,2020,Q2,Other Assets ,Other Assets ,44229
AIG Insurance Company of Canada,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,26603
AIG Insurance Company of Canada,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,13655
AIG Insurance Company of Canada,2020,Q1,Assets held for sale,Assets held for sale,0
AIG Insurance Company of Canada,2020,Q1,Investments,Short Term Investments,0
AIG Insurance Company of Canada,2020,Q1,Investments,Bonds and Debentures,1869060
AIG Insurance Company of Canada,2020,Q1,Investments,Mortgage Loans,27156
AIG Insurance Company of Canada,2020,Q1,Investments,Preferred Shares,0
AIG Insurance Company of Canada,2020,Q1,Investments,Common Shares,0
AIG Insurance Company of Canada,2020,Q1,Investments,Investment Properties,0
AIG Insurance Company of Canada,2020,Q1,Investments,Other Loans and Invested Assets,0
AIG Insurance Company of Canada,2020,Q1,Receivables,Unaffiliated Agents and Brokers,108421
AIG Insurance Company of Canada,2020,Q1,Receivables,Policyholders,0
AIG Insurance Company of Canada,2020,Q1,Receivables,Instalment Premiums,69933
AIG Insurance Company of Canada,2020,Q1,Receivables,Other Insurers,10575
AIG Insurance Company of Canada,2020,Q1,Receivables,"Facility Association and the ""P.R.R."" ",1990
AIG Insurance Company of Canada,2020,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",7748
AIG Insurance Company of Canada,2020,Q1,Receivables,Other Receivables,325
AIG Insurance Company of Canada,2020,Q1,Receivables from Reinsurers,Unearned Premiums,413940
AIG Insurance Company of Canada,2020,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,1811847
AIG Insurance Company of Canada,2020,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,66769
AIG Insurance Company of Canada,2020,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
AIG Insurance Company of Canada,2020,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
AIG Insurance Company of Canada,2020,Q1,Property and Equipment,Property and Equipment,0
AIG Insurance Company of Canada,2020,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,95623
AIG Insurance Company of Canada,2020,Q1,Current Tax Assets,Current Tax Assets,3901
AIG Insurance Company of Canada,2020,Q1,Deferred Tax Assets,Deferred Tax Assets,33661
AIG Insurance Company of Canada,2020,Q1,Goodwill,Goodwill,0
AIG Insurance Company of Canada,2020,Q1,Intangible Assets,Intangible Assets,0
AIG Insurance Company of Canada,2020,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
AIG Insurance Company of Canada,2020,Q1,Other Assets ,Other Assets ,49374
AIG Insurance Company of Canada,2019,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,30307
AIG Insurance Company of Canada,2019,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,13886
AIG Insurance Company of Canada,2019,Q4,Assets held for sale,Assets held for sale,0
AIG Insurance Company of Canada,2019,Q4,Investments,Short Term Investments,0
AIG Insurance Company of Canada,2019,Q4,Investments,Bonds and Debentures,1921050
AIG Insurance Company of Canada,2019,Q4,Investments,Mortgage Loans,27381
AIG Insurance Company of Canada,2019,Q4,Investments,Preferred Shares,0
